Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:5	hash		rc://*/ta/man/translate/writing-pronouns	בְ⁠תוֹכָֽ⁠הּ	1	Here, **her** refers to Jerusalem. If it would be helpful in your language, you could state that more clearly. Alternate translation: [in the midst of Jerusalem]
2:6	nsfo		rc://*/ta/man/translate/figs-exclamations	ה֣וֹי ה֗וֹי	1	The exclamation **Woe! Woe!** is repeated for emphasis to express urgency and warning. If your language has its own way of expressing an urgent warning, you could use it here. Alternate translation: [Listen! Listen!]
2:6	nevk		rc://*/ta/man/translate/figs-metonymy	מֵ⁠אֶ֥רֶץ צָפ֖וֹן	1	Yahweh is using **the land of the north** to refer to Babylon, since the Babylonians came from the north to invade Judah. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [from the land of Babylon]
2:6	mbfc		rc://*/ta/man/translate/figs-abstractnouns	נְאֻם־יְהוָ֑ה	1	If it would be helpful in your language, you could express the idea behind the abstract noun **declaration** in another way. Alternate translation: [this is what Yahweh says]
2:6	d2v5		rc://*/ta/man/translate/figs-simile	כְּ⁠אַרְבַּ֞ע רוּח֧וֹת הַ⁠שָּׁמַ֛יִם פֵּרַ֥שְׂתִּי אֶתְ⁠כֶ֖ם	1	Yahweh compares the way he scattered his people to the way **the four winds of the heavens** blow in every direction. If this comparison does not communicate well in your language, you could express the meaning plainly. Alternate translation: [I have scattered you to every part of the earth]
2:7	lsvu		rc://*/ta/man/translate/figs-exclamations	ה֥וֹי צִיּ֖וֹן	1	The exclamation **Woe** expresses an urgent call. If your language has its own way of expressing an urgent call, you could use it here. Alternate translation: [Listen, Zion!]
2:7	dc87		rc://*/ta/man/translate/figs-metonymy	צִיּ֖וֹן	1	Here, **Zion** represents the people who live in Jerusalem. Yahweh is calling the exiled people of Jerusalem to escape from Babylon. If it would be helpful in your language, you could state that plainly. Alternate translation: [you people of Zion]
2:7	u50y		rc://*/ta/man/translate/figs-idiom	בַּת־בָּבֶֽל	1	Yahweh is using **the daughter of Babylon** as a common expression to refer to the people of Babylon. If this expression does not communicate well in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [the people of Babylon]
2:8	amlu		rc://*/ta/man/translate/writing-quotations	כִּ֣י כֹ֣ה אָמַר֮ יְהוָ֣ה צְבָאוֹת֒	1	The phrase **For thus says Yahweh of Armies** introduces an indirect quotation of what Yahweh says. In your translation, use a natural way of introducing indirect quotations in your language.
2:8	udc2		rc://*/ta/man/translate/figs-abstractnouns	אַחַ֣ר כָּב֔וֹד שְׁלָחַ֕⁠נִי	1	If your language does not use an abstract noun for the idea of **glory**, you could express the same idea in another way. Alternate translation: [in order to glorify himself, he has sent me]
2:8	jllf		rc://*/ta/man/translate/writing-pronouns	שְׁלָחַ֕⁠נִי	1	The pronoun **he** refers to Yahweh, while the pronoun **me** refers to the prophetic speaker. It may be helpful to clarify this for your readers. Alternate translation: [Yahweh has sent me, his prophet]
2:8	ybix		rc://*/ta/man/translate/figs-idiom	הַ⁠נֹּגֵ֣עַ בָּ⁠כֶ֔ם נֹגֵ֖עַ בְּ⁠בָבַ֥ת עֵינֽ⁠וֹ	1	Yahweh is using **the one touching you is touching the apple of his eye** as a common expression of the culture to mean “harming you is harming what is most precious to him.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [the one who harms you harms what he treasures most]
2:9	tb52		rc://*/ta/man/translate/figs-idiom	הִנְ⁠נִ֨י מֵנִ֤יף	1	Yahweh is using **behold** as a common expression of the culture to get the attention of his listeners and to emphasize what he is about to say. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [indeed, I am waving] or [look, I am about to wave]
2:9	ifnx		rc://*/ta/man/translate/figs-metonymy	מֵנִ֤יף אֶת־יָדִ⁠י֙ עֲלֵי⁠הֶ֔ם	1	Here, **my hand** represents Yahweh’s power to punish. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [I am about to strike them with my power]
2:9	tx0a		rc://*/ta/man/translate/writing-pronouns	יְהוָ֥ה צְבָא֖וֹת שְׁלָחָֽ⁠נִי	1	The pronoun **me** refers to the prophetic speaker. This statement is outside Yahweh’s direct speech. It may be helpful to clarify this for your readers. Alternate translation: [Yahweh of Armies has sent me, his prophet]
2:10	pb0b		rc://*/ta/man/translate/figs-doublet	רָנִּ֥י וְ⁠שִׂמְחִ֖י	1	The terms **Sing** and **rejoice** mean similar things. Yahweh is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [Celebrate with great joy]
2:10	ove1		rc://*/ta/man/translate/figs-idiom	בַּת־צִיּ֑וֹן	1	Yahweh is using **daughter of Zion** as a common expression of the culture to refer to the people of Jerusalem. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [people of Zion]
2:10	b7b1		rc://*/ta/man/translate/figs-idiom	הִנְ⁠נִי־בָ֛א	1	Yahweh is using **behold** as a common expression of the culture to get the attention of his listeners and to emphasize what he is about to say. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [indeed, I am coming] or [look, I am coming]
2:10	g8nz		rc://*/ta/man/translate/figs-abstractnouns	נְאֻם־יְהוָֽה	1	If your language does not use an abstract noun for the idea of **declaration**, you could express the same idea in another way. Alternate translation: [this is what Yahweh has declared]
2:11	c8xx		rc://*/ta/man/translate/writing-pronouns	וְ⁠יָדַ֕עַתְּ כִּי־יְהוָ֥ה צְבָא֖וֹת שְׁלָחַ֥⁠נִי אֵלָֽיִ⁠ךְ	1	Here the pronoun **you** is singular and refers to the people of Zion, and the pronoun **me** refers to the prophetic speaker. It may be helpful to clarify this for your readers. Alternate translation: [And you, people of Zion, will know that Yahweh of Armies has sent me, his prophet, to you]
2:11	t68o		rc://*/ta/man/translate/figs-explicit	וְ⁠נִלְווּ֩ גוֹיִ֨ם רַבִּ֤ים אֶל־יְהוָה֙	1	By **join themselves to Yahweh**, Zechariah means become worshipers of Yahweh. You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [And people from many nations will worship Yahweh like the Israelites]
2:12	d9t9		rc://*/ta/man/translate/figs-abstractnouns	אַדְמַ֣ת הַ⁠קֹּ֑דֶשׁ	1	If your language does not use an abstract noun for the idea of **holiness**, you could express the same idea in another way. Alternate translation: [the holy land]
2:12	cc8c		rc://*/ta/man/translate/translate-unknown	וְ⁠נָחַ֨ל & אֶת־יְהוּדָה֙ חֶלְק֔⁠וֹ	1	The word translated as **will inherit** means to take formal, permanent possession of something as one’s rightful property. It does not imply that a previous owner has died. If the word you use for **will inherit** would give your readers that wrong impression, you could use a more general term. Alternate translation: [will claim Judah as his possession]
2:13	lsq9		rc://*/ta/man/translate/figs-exclamations	הַ֥ס	1	Zechariah is using the exclamation **Hush** to express a strong feeling of reverence and awe before Yahweh. There may be an equivalent word or phrase in your language that you can use in your translation to convey this feeling. If not, you could say what Zechariah was feeling. Alternate translation: [Be silent]
2:13	r87f		rc://*/ta/man/translate/figs-metonymy	כָּל־בָּשָׂ֖ר	1	Here, **all flesh** represents all living people. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [all people]
2:13	b9vm		rc://*/ta/man/translate/figs-metonymy	מִ⁠פְּנֵ֣י יְהוָ֑ה	1	Here, **the face of Yahweh** represents the presence of Yahweh. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [from the presence of Yahweh]
2:13	pnl3		rc://*/ta/man/translate/figs-metaphor	נֵע֖וֹר מִ⁠מְּע֥וֹן קָדְשֽׁ⁠וֹ	1	Here Zechariah is speaking of Yahweh as if he were a person who had been sleeping and has now **been roused** to take action. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [he has risen to act from his holy dwelling place]
2:13	apzd		rc://*/ta/man/translate/figs-activepassive	נֵע֖וֹר	1	If it would be more natural in your language, you could state **he has been roused** with an active form. The context indicates that Yahweh himself is the agent of this action. Alternate translation: [he has roused himself]
2:13	uct4		rc://*/ta/man/translate/figs-abstractnouns	מִ⁠מְּע֥וֹן קָדְשֽׁ⁠וֹ	1	If your language does not use an abstract noun for the idea of **holiness**, you could express the same idea in another way. Alternate translation: [from his holy dwelling place]
3:intro	wttt				0	# Zechariah 3 Introduction\n\n## Structure and Formatting\n\nThis chapter presents Zechariah’s fourth night vision: a heavenly courtroom scene in which Joshua the [[rc://*/tw/dict/bible/kt/priest]] stands before the [[rc://*/tw/dict/bible/kt/angel]] of Yahweh while the adversary accuses him (vv.1–5), followed by a prophetic oracle about “the Branch” and the removal of [[rc://*/tw/dict/bible/kt/iniquity]] (vv.6–10).\n\n## Religious and Cultural Concepts in This Chapter\n\n### Clothing as a Symbol of Moral State\n\nFilthy garments represent sin and defilement, while clean garments and a clean turban represent [[rc://*/tw/dict/bible/kt/purify|purification]] and restored priestly authority.\n\n## Translation Issues in This Chapter\n\n### Nested Quotation Structure\n\nVerses 7–10 contain three levels of quotation: the angel of Yahweh quotes Yahweh of Armies, whose speech includes both a conditional promise and a messianic oracle.
